Name,SplitName1,SplitName2,SplitName3,AcidBall,AcidBolt,Animal,ArmourClass,Arrow1D6,Arrow3D6,Arrow5D6,Arrow7D6,Attack1,Attack1DDice,Attack1DSides,Attack1Effect,Attack1Type,Attack2,Attack2DDice,Attack2DSides,Attack2Effect,Attack2Type,Attack3,Attack3DDice,Attack3DSides,Attack3Effect,Attack3Type,Attack4,Attack4DDice,Attack4DSides,Attack4Effect,Attack4Type,AttrAny,AttrClear,AttrMulti,BashDoor,Blindness,Blink,BrainSmash,BreatheAcid,BreatheChaos,BreatheCold,BreatheConfusion,BreatheDark,BreatheDisenchant,BreatheDisintegration,BreatheFire,BreatheForce,BreatheGravity,BreatheInertia,BreatheLight,BreatheLightning,BreatheMana,BreatheNether,BreatheNexus,BreathePlasma,BreathePoison,BreatheRadiation,BreatheShards,BreatheSound,BreatheTime,CauseCriticalWounds,CauseLightWounds,CauseMortalWounds,CauseSeriousWounds,ChaosBall,CharClear,CharMulti,ColdBall,ColdBlood,ColdBolt,Confuse,CreateTraps,Cthuloid,DarkBall,Darkness,Demon,Description,Dragon,DrainMana,DreadCurse,Drop_1D2,Drop_2D2,Drop_3D2,Drop_4D2,Drop60,Drop90,DropGood,DropGreat,EldritchHorror,EmptyMind,Escorted,EscortsGroup,Evil,Female,FireAura,FireBall,FireBolt,ForceMaxHp,ForceSleep,Forget,FreqInate,FreqSpell,FriendlyName,Friends,Giant,Good,GreatOldOne,Haste,Hdice,Heal,HitPoints,Hold,Hside,HurtByCold,HurtByFire,HurtByLight,HurtByRock,IceBolt,ImmuneAcid,ImmuneCold,ImmuneConfusion,ImmuneFear,ImmuneFire,ImmuneLightning,ImmunePoison,ImmuneSleep,ImmuneStun,Invisible,KillBody,KillItem,KillWall,Level,LightningAura,LightningBall,LightningBolt,MagicMissile,Male,ManaBall,ManaBolt,Mexp,MindBlast,MoveBody,Multiply,NetherBall,NetherBolt,NeverAttack,NeverMove,Nonliving,NoticeRange,OnlyDropGold,OnlyDropItem,OpenDoor,Orc,PassWall,PlasmaBolt,PoisonBall,PoisonBolt,Powerful,RadiationBall,RandomMove25,RandomMove50,Rarity,Reflecting,Regenerate,ResistDisenchant,ResistNether,ResistNexus,ResistPlasma,ResistTeleport,ResistWater,Scare,Shapechanger,ShardBall,Shriek,Sleep,Slow,Smart,Speed,Stupid,SummonAnt,SummonCthuloid,SummonDemon,SummonDragon,SummonGreatOldOne,SummonHiDragon,SummonHiUndead,SummonHound,SummonHydra,SummonKin,SummonMonster,SummonMonsters,SummonReaver,SummonSpider,SummonUndead,SummonUnique,TakeItem,TeleportAway,TeleportLevel,TeleportSelf,TeleportTo,Troll,Undead,Unique,WaterBall,WaterBolt,WeirdMind,Character,Colour
The Witch-King of Angmar,    The     ,Witch-King o,   Angmar   ,False,False,False,120,False,False,False,False,Hit to Hurt (10d10),10,10,Hurt,Hit,Hit to Hurt (10d10),10,10,Hurt,Hit,Hit to Exp80 (5d5),5,5,Exp80,Hit,Hit to Exp80 (5d5),5,5,Exp80,Hit,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,The Chief of the Ringwraiths. A fell being of devastating power. His spells are lethal and his combat blows crushingly hard. He moves at speed§ and commands legions of evil to do his bidding. It is said that he is fated never to die by the hand of mortal man.,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,2,2,The Witch-King of Angmar,False,False,False,False,False,60,False,60d100 (max. 6000),True,100,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,80,False,False,False,False,True,False,True,42000,False,True,False,True,False,False,False,False,90,False,True,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,True,False,True,False,False,False,10,False,True,130,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,W,Black
Thuringwethil,            ,            ,Thuringwethi,False,False,False,145,False,False,False,False,Bite to Hurt (5d8),5,8,Hurt,Bite,Bite to Exp80 (6d6),6,6,Exp80,Bite,Hit to Confuse (6d6),6,6,Confuse,Hit,Hit to Confuse (6d6),6,6,Confuse,Hit,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Chief messenger between Sauron and Morgoth§ she is surely the most deadly of her vampire race. At first she is charming to meet§ but her wings and eyes give away her true form.,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,3,3,Thuringwethil,False,False,False,False,False,40,False,40d100 (max. 4000),True,100,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,55,False,False,False,False,False,False,False,23000,False,False,False,True,False,False,False,False,20,False,True,True,False,False,False,False,False,False,False,False,False,4,False,True,False,False,False,False,True,False,True,False,False,False,10,False,True,130,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,V,Black
Tiger,            ,            ,   Tiger    ,False,False,True,40,False,False,False,False,Claw to Hurt (1d8),1,8,Hurt,Claw,Claw to Hurt (1d8),1,8,Hurt,Claw,Bite to Hurt (1d6),1,6,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,One of the largest of its species§ a sleek orange and black shape creeps towards you§ ready to pounce.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Tiger,False,False,False,False,False,12,False,12d10 (avg. 66),False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,40,False,False,False,False,False,False,False,False,40,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,f,BrightOrange
Time elemental,            ,    Time    , elemental  ,False,False,False,70,False,False,False,False,Touch to LoseAll (3d4),3,4,LoseAll,Touch,Touch to Exp40 (3d4),3,4,Exp40,Touch,Touch to LoseAll (3d4),3,4,LoseAll,Touch,Touch to Exp40 (3d4),3,4,Exp40,Touch,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,You have not seen it yet.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,7,7,Time elemental,False,False,False,False,False,35,False,35d10 (avg. 192),False,10,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,37,False,False,False,False,False,False,False,1000,False,False,False,False,False,False,False,True,90,False,False,False,False,True,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,False,False,False,False,10,True,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,E,BrightGreen
Time hound,            ,    Time    ,   hound    ,False,False,True,100,False,False,False,False,Bite to Hurt (2d12),2,12,Hurt,Bite,Bite to Hurt (2d12),2,12,Hurt,Bite,Bite to Hurt (2d12),2,12,Hurt,Bite,Claw to Hurt (3d3),3,3,Hurt,Claw,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,You get a terrible sense of deja vu§ or is it a premonition? All at once you see a little puppy and a toothless old dog. Perhaps you should give up and go to bed.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8,8,Time hound,True,False,False,False,False,60,False,60d10 (avg. 330),False,10,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,51,False,False,False,False,False,False,False,5000,False,False,False,False,False,False,False,False,30,False,False,True,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Z,BrightGreen
Time vortex,            ,    Time    ,   vortex   ,False,False,False,40,False,False,False,False,Engulf to Hurt (5d5),5,5,Hurt,Engulf,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,You haven't seen it yet.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,6,6,Time vortex,False,False,False,False,False,32,False,32d10 (avg. 176),False,10,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,38,False,False,False,False,False,False,False,900,False,False,False,False,False,False,False,True,100,False,False,False,False,False,False,False,False,True,False,True,True,4,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,v,BrightGreen
Trapper,            ,            ,  Trapper   ,False,False,False,75,False,False,False,False,Hit to Hurt (3d8),3,8,Hurt,Hit,Hit to Hurt (3d8),3,8,Hurt,Hit,Hit to Paralyze (15d1),15,1,Paralyze,Hit,Hit to Paralyze (15d1),15,1,Paralyze,Hit,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,This creature traps unsuspecting victims and paralyzes them§ to be slowly digested later.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,Trapper,False,False,False,False,False,60,False,60d10 (max. 600),False,10,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,36,False,False,False,False,False,False,False,580,False,False,False,False,False,False,True,False,30,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,·,White
Troll thaumaturgist,            ,   Troll    ,thaumaturgis,False,False,False,50,False,False,False,False,Hit to Hurt (1d8),1,8,Hurt,Hit,Hit to Hurt (1d8),1,8,Hurt,Hit,Bite to Hurt (3d4),3,4,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,A troll who is so bright he knows how to read.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,5,5,Troll thaumaturgist,False,False,False,False,False,30,False,30d10 (max. 300),False,10,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,25,False,False,False,True,True,False,False,100,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,30,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,T,BrightPurple
Tsathoggua,            ,            , Tsathoggua ,False,False,False,150,False,False,False,False,Claw to Hurt (35d5),35,5,Hurt,Claw,Touch to Acid (35d5),35,5,Acid,Touch,Claw to Hurt (35d5),35,5,Hurt,Claw,Touch to Acid (35d5),35,5,Acid,Touch,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Toad shaped and sleepy§ don't let his inoffensive appearance fool you. He still bears all the power of a Great Old One.,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,False,False,True,True,False,5,5,Tsathoggua,False,False,False,True,False,99,False,99d99 (max. 9801),False,99,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,93,True,False,False,False,False,False,False,50000,False,False,False,False,False,False,False,True,100,False,True,True,False,False,False,False,False,True,False,False,False,3,False,True,True,False,False,False,True,False,False,False,False,False,100,False,False,130,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,X,Purple
Tselakus§ the Dreadlord,            ,            ,  Tselakus  ,False,False,False,150,False,False,False,False,Hit to Hurt (10d10),10,10,Hurt,Hit,Hit to Hurt (10d10),10,10,Hurt,Hit,Hit to LoseStr (4d6),4,6,LoseStr,Hit,Hit to LoseStr (4d6),4,6,LoseStr,Hit,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,This huge affront to existence twists and tears at the fabric of space.Darkness itself recoils from the touch of Tselakus as he leaves a trailof death and destruction. Mighty claws rend reality as heannihilates all in his path to your soul!,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,3,3,Tselakus§ the Dreadlord,False,False,False,False,False,65,False,65d100 (max. 6500),True,100,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,68,False,False,False,False,True,False,False,35000,False,False,False,True,False,False,False,False,20,False,True,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,130,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,G,Red
Tulzscha,            ,            ,  Tulzscha  ,False,False,False,170,False,False,False,False,Touch to Exp80 (0d0),0,0,Exp80,Touch,Hit to Blind (10d5),10,5,Blind,Hit,Hit to Hurt (10d10),10,10,Hurt,Hit,Engulf to Hurt (10d10),10,10,Hurt,Engulf,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,'A belching column of sick greenish flame... spouting volcanically from depths profound and inconceivable§ casting no shadows as a healthy flame should§ and coating the nitrous stone with a nasty venomous verdigris.' H.P.Lovecraft - 'The Festival'.,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,2,2,Tulzscha,False,False,False,True,False,60,False,60d100 (max. 6000),False,100,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,57,False,False,False,False,False,False,True,30000,False,True,False,True,True,False,True,True,40,False,True,True,False,False,False,False,False,True,False,False,False,3,True,False,False,True,False,False,False,False,False,False,False,False,10,False,True,130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,X,Chartreuse
Tyrannosaur,            ,            ,Tyrannosaur ,False,False,True,70,False,False,False,False,Claw to Hurt (1d6),1,6,Hurt,Claw,Claw to Hurt (1d6),1,6,Hurt,Claw,Bite to Hurt (3d6),3,6,Hurt,Bite,Bite to Hurt (3d6),3,6,Hurt,Bite,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A horror from prehistory§ reawakened by chaos.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,Tyrannosaur,False,False,False,False,False,200,False,200d3 (avg. 400),False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,False,False,False,False,False,False,False,350,False,True,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,Green
Ugluk§ the Uruk,            ,            ,   Ugluk    ,False,False,False,90,False,False,False,False,Hit to Hurt (3d5),3,5,Hurt,Hit,Hit to Hurt (3d5),3,5,Hurt,Hit,Hit to Hurt (3d5),3,5,Hurt,Hit,Hit to Hurt (3d5),3,5,Hurt,Hit,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Another of Morgoth's servants§ this orc is strong and cunning. He is ugly and scarred from many power struggles.,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0,0,Ugluk§ the Uruk,False,False,False,False,False,64,False,64d10 (max. 640),False,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,20,False,False,False,False,True,False,False,550,False,False,False,False,False,False,False,False,20,False,True,True,True,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,o,BrightWhite
Ultra-elite fanatic,            ,Ultra-elite ,  fanatic   ,False,False,False,100,False,False,False,False,Hit to Hurt (3d12),3,12,Hurt,Hit,Hit to Hurt (3d12),3,12,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fighting for a good cause§ and they consider you an agent of evil.,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12,12,Ultra-elite fanatic,True,False,True,False,False,70,True,70d10 (max. 700),False,10,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,45,False,False,False,False,True,False,False,1200,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,2,True,False,True,True,True,False,True,False,False,False,False,False,20,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,p,White
Umber hulk,            ,   Umber    ,    hulk    ,False,False,True,50,False,False,False,False,Gaze to Confuse (0d0),0,0,Confuse,Gaze,Hit to Hurt (1d6),1,6,Hurt,Hit,Hit to Hurt (1d6),1,6,Hurt,Hit,Bite to Hurt (2d6),2,6,Hurt,Bite,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,This bizarre creature has glaring eyes and large mandibles capable of slicing through rock.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,0,Umber hulk,False,False,False,False,False,20,False,20d10 (avg. 110),False,10,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,16,False,False,False,False,False,False,False,75,False,False,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,x,Brown
Undead beholder,            ,   Undead   ,  beholder  ,False,False,False,100,False,False,False,False,Gaze to Exp40 (0d0),0,0,Exp40,Gaze,Gaze to Paralyze (0d0),0,0,Paralyze,Gaze,Gaze to LoseInt (2d6),2,6,LoseInt,Gaze,Gaze to UnPower (2d6),2,6,UnPower,Gaze,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,A disembodied eye§ floating in the air. Black nether storms rage around its bloodshot pupil and light seems to bend as it sucks its power from the very air around it. Your soul chills as it drains your vitality for its evil enchantments.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,2,2,Undead beholder,False,False,False,False,False,27,False,27d100 (max. 2700),False,100,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,42,False,False,False,False,False,False,True,4000,True,False,False,False,False,False,False,False,30,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,True,False,False,False,False,False,10,True,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,e,Grey
Undead mass,            ,   Undead   ,    mass    ,False,False,False,12,False,False,False,False,Touch to Poison (1d6),1,6,Poison,Touch,Touch to LoseCon (1d6),1,6,LoseCon,Touch,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,A sickening mound of decaying flesh§ bones§ hands and so on. It seems to be growing.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,0,Undead mass,False,False,False,False,False,8,False,8d8 (avg. 36),False,8,False,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,10,False,False,False,False,False,False,False,33,False,False,True,False,False,False,True,False,70,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,j,Brown
Unmaker,            ,            ,  Unmaker   ,False,False,False,50,False,False,False,False,Touch to LoseAll (10d10),10,10,LoseAll,Touch,Touch to UnBonus (10d10),10,10,UnBonus,Touch,Touch to UnPower (10d10),10,10,UnPower,Touch,Nothing to Nothing (0d0),0,0,Nothing,Nothing,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Summoned from the planes of Chaos§ it is a mass of semi-sentient chaos§ spreading uncontrollably and destroying everything in its path.,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,5,5,Unmaker,False,False,False,False,False,6,False,6d66 (max. 396),False,66,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,True,77,True,False,False,False,False,False,False,10000,False,False,True,False,False,False,False,True,60,False,False,False,False,False,False,False,False,True,False,False,True,4,False,False,True,False,True,True,False,False,False,True,False,False,60,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,E,Purple
Uruk,            ,            ,    Uruk    ,False,False,False,50,True,False,False,False,Hit to Hurt (3d5),3,5,Hurt,Hit,Hit to Hurt (3d5),3,5,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He is a cunning orc of power§ as tall as a man§ and stronger. He fears little.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,12,Uruk,True,False,False,False,False,8,False,8d10 (max. 80),False,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,18,False,False,False,False,True,False,False,68,False,False,False,False,False,False,False,False,20,False,False,True,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,o,White
Vampire,            ,            ,  Vampire   ,False,False,False,45,False,False,False,False,Hit to Hurt (1d6),1,6,Hurt,Hit,Hit to Hurt (1d6),1,6,Hurt,Hit,Bite to Exp20 (1d4),1,4,Exp20,Bite,Bite to Exp20 (1d4),1,4,Exp20,Bite,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,It is a humanoid with an aura of power. You notice a sharp set of front teeth.,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,9,9,Vampire,False,False,False,False,False,25,False,25d12 (avg. 162),True,12,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,27,False,False,False,False,False,False,False,175,True,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,True,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,V,BrightWhite
Vampire bat,            ,  Vampire   ,    bat     ,False,False,True,40,False,False,False,False,Bite to Exp40 (1d4),1,4,Exp40,Bite,Bite to Exp40 (1d4),1,4,Exp40,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,An undead bat that flies at your neck hungrily.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Vampire bat,False,False,False,False,False,9,False,9d10 (avg. 49),False,10,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,24,False,False,False,False,False,False,False,150,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,False,False,False,False,False,False,False,False,False,50,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,b,Black
Vampire lord,            ,  Vampire   ,    lord    ,False,False,False,70,False,False,False,False,Hit to Hurt (1d6),1,6,Hurt,Hit,Hit to Hurt (1d6),1,6,Hurt,Hit,Bite to Exp80 (1d6),1,6,Exp80,Bite,Bite to Exp80 (1d6),1,6,Exp80,Bite,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,A foul wind chills your bones as this ghastly figure approaches.,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,7,7,Vampire lord,False,False,False,False,False,16,False,16d100 (max. 1600),True,100,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,39,False,False,False,False,False,False,False,1800,False,False,False,False,True,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,3,False,True,False,False,False,False,True,False,True,False,False,False,10,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,V,Blue
